subject,targetphrase,initial_response,correct_words_initial,trial,target_number,rel_response,correct_words_rel,rep_acc,rep_acc_rel
LE10,done with finest handle,done with finest handle,4,72,4,,,accurate,
LE10,her owners arm the phone,her owners armed the phone,5,73,5,,,accurate,
LE10,define respect instead,define respect instead,3,74,3,,,accurate,
LE10,mode campaign for budget,mode campaign for budget,4,75,4,,,accurate,
LE10,increase a grade sedate,increase a sedate,3,76,4,,,inaccurate,
LE10,advance but sat appeal,advance but sat appeal,4,77,4,,,accurate,
LE10,darker painted baskets,darker painted baskets,3,78,3,,,accurate,
LE10,vital seats with wonder,final seats with wonder,3,79,4,,,inaccurate,
LE10,cool the jar in private,cooled the jar in private,5,80,5,,,accurate,
LE10,model sad and local,model sands and local,3,81,4,,,inaccurate,
LE10,hold a page of fortune,hold a page of fortune,5,82,5,,,accurate,
LE10,afraid beneath demand,afraid beneath demand,3,83,3,,,accurate,
LE10,mate denotes a judgement,mate denotes a judgement,4,84,4,,,accurate,
LE10,measure fame with legal,measure fame with legal,4,85,4,,,accurate,
LE11,connect the beer device,connect the pier device,3,6,4,,,inaccurate,
LE11,award his drain away,award has drained away,3,7,4,,,inaccurate,
LE11,mistake delight for heat,mistaked a light for heat,3,8,4,,,inaccurate,
LE11,rowing farther matters,rowing farther matters,3,9,3,,,accurate,
LE11,indeed a tax ascent,indeed attacks sent,1,10,4,,,inaccurate,
LE11,or spent sincere aside,were spent sincere aside,3,11,4,,,inaccurate,
LE11,submit his cash report,submit his cash report,4,12,4,,,accurate,
LE11,assume to catch control,assumed a catch control,3,13,4,,,inaccurate,
LE11,butcher in the middle,butcher in the middle,4,14,4,,,accurate,
LE11,avoid or beat command,avoid or beat command,4,15,4,,,accurate,
LE11,admit the gear beyond,admit then cure beyond,2,16,4,,,inaccurate,
LE11,may the same pursued it,may the same pursuit end,3,17,5,,,inaccurate,
LE11,rampant boasting captain,rampant boasting captain,3,18,3,,,accurate,
LE11,for coke a great defeat,for coke a great defeat,5,19,5,,,accurate,
LE11,technique but sent result,pack neat same result,1,20,4,,,inaccurate,
LE11,unseen machines agree,i seemed ashamed agree,1,21,3,,,inaccurate,
LE11,career despite research,career despite reserach,2,22,3,,,inaccurate,
LE11,constant willing walker,constant willing walker,3,23,3,,,accurate,
LE11,push her equal culture,push her equal culture,4,24,4,,,accurate,
LE11,signal breakfast pilot,signal breakfast pilot,3,25,3,,,accurate,
LE11,confused but roared again,confuse but roared again,4,26,4,,,accurate,
LE11,its harmful note abounds,its harmful note impounds,3,27,4,,,inaccurate,
LE11,remove and name for stake,remove a dame for steak,3,28,5,,,inaccurate,
LE11,narrow seated member,neuro seated member,2,29,3,,,inaccurate,
LE11,appear to wait then turn,appear to wait then turn,5,30,5,,,accurate,
LE11,bolder ground from justice,bolder ground from justice,4,31,4,,,accurate,
LE11,target keeping season,target keep season,2,32,3,,,inaccurate,
LE11,seat for locking runners,seat for locking runners,4,33,4,,,accurate,
LE11,functions aim his acid,function aims his acid,4,34,4,,,accurate,
LE11,to sort but fear inside,to sort but fear inside,5,35,5,,,accurate,
LE11,rocking modern poster,rocking modern poster,3,36,3,,,accurate,
LE11,distant leaking basement,distant leaking basement,3,37,3,,,accurate,
LE11,kick a tad above them,kick a tad above them,5,38,5,,,accurate,
LE11,embark or take her sheet,embark or take her sheet,5,39,5,,,accurate,
LE11,address her meeting time,address her meeting time,4,40,4,,,accurate,
LE11,support with dock and cheer,support with dock and cheer,5,41,5,,,accurate,
LE11,amend estate approach,ament a state approach,1,42,3,,,inaccurate,
LE11,account for who could knock,account for who can knock,4,43,5,,,inaccurate,
LE11,pain can follow agents,pain can follow agents,4,44,4,,,accurate,
LE11,frame her seed to answer,frame her seat and answer,3,45,5,,,inaccurate,
LE11,round and bad for carpet,round and bad for carpet,5,46,5,,,accurate,
LE11,beside a sunken bat,baside a sunken bat,3,47,4,,,inaccurate,
LE11,mark a single ladder,mark a single lander,3,48,4,,,inaccurate,
LE11,and spoke behind her sin,he spoke behind her sin,4,49,5,,,inaccurate,
LE11,spackle enter broken,spackle and turn broken,2,50,3,,,inaccurate,
LE11,thinking for the hearing,thinking for the hearing,4,51,4,,,accurate,
LE11,forget the joke below,forget it then choke below,2,52,4,,,inaccurate,
LE11,listen final station,listen final station,3,53,3,,,accurate,
LE11,stable wrist and load it,stable rest and learn it,3,54,5,,,inaccurate,
LE11,had eaten junk and train,heading junk and train,3,55,5,,,inaccurate,
LE11,attend the trend success,attend the trend success,4,56,4,,,accurate,
LE11,attack became concerned,attack became concerned,3,57,3,,,accurate,
LE11,transcend almost betrayed,transcend almost betrayed,3,58,3,,,accurate,
LE11,secure but lease apart,secure but least apart,3,59,4,,,inaccurate,
LE11,pooling pill or cattle,pulling killer cattle,1,60,4,,,inaccurate,
LE11,resting older earring,resting older earring,3,61,3,,,accurate,
LE11,divide across retreat,divide across retreat,3,62,3,,,accurate,
LE11,perceive sustained supplies,perceive sustained supplies,3,63,3,,,accurate,
LE11,pick a chain for action,pick a chain for action,5,64,5,,,accurate,
LE11,commit such used advice,commit such used advice,4,65,4,,,accurate,
LE11,balance clamp and bottle,balance clam and bottle,3,66,4,,,inaccurate,
LE11,rode the lamp for teasing,rode the lamp for teasing,5,67,5,,,accurate,
LE11,unless escape can learn,unless escape can learn,4,68,4,,,accurate,
LE11,bush is chosen after,bush is chosen after,4,69,4,,,accurate,
LE11,cheap control in paper,cheap control in paper,4,70,4,,,accurate,
LE11,sinking rather tundra,sinking rather tundra,3,71,3,,,accurate,
LE11,done with finest handle,done with finest handle,4,72,4,,,accurate,
LE11,her owners arm the phone,her owners arm the phone,5,73,5,,,accurate,
LE11,define respect instead,divine respect instead,2,74,3,,,inaccurate,
LE11,mode campaign for budget,mode campaign for budget,4,75,4,,,accurate,
LE11,increase a grade sedate,increase a grade sedate,4,76,4,,,accurate,
LE11,advance but sat appeal,advance but sat appeal,4,77,4,,,accurate,
LE11,darker painted baskets,darker pain in baskets,2,78,3,,,inaccurate,
LE11,vital seats with wonder,final seats with wonder,3,79,4,,,inaccurate,
LE11,cool the jar in private,cool the jar it private,4,80,5,,,inaccurate,
LE11,model sad and local,model sand and local,3,81,4,,,inaccurate,
LE11,hold a page of fortune,hold a page and fortune,4,82,5,,,inaccurate,
LE11,afraid beneath demand,afraid beneath demand,3,83,3,,,accurate,
LE11,mate denotes a judgement,meat denotes the judgement,3,84,4,,,inaccurate,
LE11,measure fame with legal,measure fame with legal,4,85,4,,,accurate,
LE12,connect the beer device,connect the pair device,3,6,4,,,inaccurate,
LE12,award his drain away,award his drain away,4,7,4,,,accurate,
LE12,mistake delight for heat,mistake the light for heat,3,8,4,,,inaccurate,
LE12,rowing farther matters,rowing farther matters,3,9,3,,,accurate,
LE12,indeed a tax ascent,indeed attacks ascent,2,10,4,,,inaccurate,
LE12,or spent sincere aside,were spent sincere aside,3,11,4,,,inaccurate,
LE12,submit his cash report,submit his cash report,4,12,4,,,accurate,
LE12,assume to catch control,assumed a catch control,3,13,4,,,inaccurate,
LE12,butcher in the middle,butcher in the middle,4,14,4,,,accurate,
LE12,avoid or beat command,avoid or beat command,4,15,4,,,accurate,
LE12,admit the gear beyond,admit the gear beyond,4,16,4,,,accurate,
LE12,may the same pursued it,may the same person knit,3,17,5,,,inaccurate,
LE12,rampant boasting captain,rampant boasting captain,3,18,3,,,accurate,
LE12,for coke a great defeat,for coat a great defeat,4,19,5,,,inaccurate,
LE12,technique but sent result,peck meet the same result,1,20,4,,,inaccurate,
LE12,unseen machines agree,unseen machines agree,3,21,3,,,accurate,
LE12,career despite research,career despite research,3,22,3,,,accurate,
LE12,constant willing walker,constant willing walker,3,23,3,,,accurate,
LE12,push her equal culture,push her equal culture,4,24,4,,,accurate,
LE12,signal breakfast pilot,signal breakfast pilot,3,25,3,,,accurate,
LE12,confused but roared again,confused but roared again,4,26,4,,,accurate,
LE12,its harmful note abounds,its harmful note unbounds,3,27,4,,,inaccurate,
LE12,remove and name for stake,remove a name for steak,4,28,5,,,inaccurate,
LE12,narrow seated member,narrow seated member,3,29,3,,,accurate,
LE12,appear to wait then turn,appear to wait then turn,5,30,5,,,accurate,
LE12,bolder ground from justice,bolder ran from justice,3,31,4,,,inaccurate,
LE12,target keeping season,target keep season,2,32,3,,,inaccurate,
LE12,seat for locking runners,seat for locking runners,4,33,4,,,accurate,
LE12,functions aim his acid,functions in his acid,3,34,4,,,inaccurate,
LE12,to sort but fear inside,to sort but fear inside,5,35,5,,,accurate,
LE12,rocking modern poster,rocking modern poster,3,36,3,,,accurate,
LE12,distant leaking basement,distant leaking basement,3,37,3,,,accurate,
LE12,kick a tad above them,kick a tad above them,5,38,5,,,accurate,
LE12,embark or take her sheet,embark or take her sheet,5,39,5,,,accurate,
LE12,address her meeting time,address her meeting time,4,40,4,,,accurate,
LE12,support with dock and cheer,support with dock and cheer,5,41,5,,,accurate,
LE12,amend estate approach,a mint a state approach,1,42,3,,,inaccurate,
LE12,account for who could knock,account for who could knock,5,43,5,,,accurate,
LE12,pain can follow agents,pain can follow agents,4,44,4,,,accurate,
LE12,frame her seed to answer,framers see the answer,2,45,5,,,inaccurate,
LE12,round and bad for carpet,round and bad for carpet,5,46,5,,,accurate,
LE12,beside a sunken bat,beside a sunken bat,4,47,4,,,accurate,
LE12,mark a single ladder,mark a single lander,3,48,4,,,inaccurate,
LE12,and spoke behind her sin,he spoke behind her sin,4,49,5,,,inaccurate,
LE12,spackle enter broken,specker inter broken,1,50,3,,,inaccurate,
LE12,thinking for the hearing,thinking for the hearing,4,51,4,,,accurate,
LE12,forget the joke below,forget the joke below,4,52,4,,,accurate,
LE12,listen final station,listen final station,3,53,3,,,accurate,
LE12,stable wrist and load it,stable rest and loan it,3,54,5,,,inaccurate,
LE12,had eaten junk and train,candy on a drunken train,1,55,5,,,inaccurate,
LE12,attend the trend success,attend the trend to success,4,56,4,,,accurate,
LE12,attack became concerned,attack became concerned,3,57,3,,,accurate,
LE12,transcend almost betrayed,transcend almost betrayed,3,58,3,,,accurate,
LE12,secure but lease apart,secure but least apart,3,59,4,,,inaccurate,
LE12,pooling pill or cattle,pulling pull or cattle,2,60,4,,,inaccurate,
LE12,resting older earring,resting older earring,3,61,3,,,accurate,
LE12,divide across retreat,divide across retreat,3,62,3,,,accurate,
LE12,perceive sustained supplies,receive sustain supplies,2,63,3,,,inaccurate,
LE12,pick a chain for action,pick a chain for action,5,64,5,,,accurate,
LE12,commit such used advice,commit such used advice,4,65,4,,,accurate,
LE12,balance clamp and bottle,balance clam and bottle,3,66,4,,,inaccurate,
LE12,rode the lamp for teasing,rode the lamp for teasing,5,67,5,,,accurate,
LE12,unless escape can learn,unless escape an learn,3,68,4,,,inaccurate,
LE12,bush is chosen after,bush is chosen after,4,69,4,,,accurate,
LE12,cheap control in paper,cheap control of paper,3,70,4,,,inaccurate,
LE12,sinking rather tundra,sinking rather tender,2,71,3,,,inaccurate,
LE12,done with finest handle,done with finest handle,4,72,4,,,accurate,
LE12,her owners arm the phone,her owners on the phone,4,73,5,,,inaccurate,
LE12,define respect instead,define respect instead,3,74,3,,,accurate,
LE12,mode campaign for budget,mode can plan for budget,3,75,4,,,inaccurate,
LE12,increase a grade sedate,increase a grade sedate,4,76,4,,,accurate,
LE12,advance but sat appeal,advance but sat up hill,3,77,4,,,inaccurate,
LE12,darker painted baskets,darker painted baskets,3,78,3,,,accurate,
LE12,vital seats with wonder,final seats with wonder,3,79,4,,,inaccurate,
LE12,cool the jar in private,cool the jar in private,5,80,5,,,accurate,
LE12,model sad and local,mile sand and local,2,81,4,,,inaccurate,
LE12,hold a page of fortune,hold a page of fortune,5,82,5,,,accurate,
LE12,afraid beneath demand,afraid beneath demand,3,83,3,,,accurate,
LE12,mate denotes a judgement,mate denotes a judgement,4,84,4,,,accurate,
LE12,measure fame with legal,measure fame with legal,4,85,4,,,accurate,
LE13,connect the beer device,connect them here device,2,6,4,connect them here device,2,inaccurate,inaccurate
LE13,award his drain away,award has drained away,3,7,4,award has drained away,3,inaccurate,inaccurate
LE13,mistake delight for heat,mistake the light for heat,3,8,4,mistake the light for heat,3,inaccurate,inaccurate
LE13,rowing farther matters,rowing further matters,2,9,3,rowing further matters,2,inaccurate,inaccurate
LE13,indeed a tax ascent,indeed attacks ascent,2,10,4,indeed a tax ascent,4,inaccurate,accurate
LE13,or spent sincere aside,were spent sincere aside,3,11,4,were spent sincere inside,2,inaccurate,inaccurate
LE13,submit his cash report,submit his cash report,4,12,4,submit his cash report,4,accurate,accurate
LE13,assume to catch control,assume the catch control,3,13,4,assume the catch control,3,inaccurate,inaccurate
LE13,butcher in the middle,butcher in the middle,4,14,4,butcher in the middle,4,accurate,accurate
LE13,avoid or beat command,avoid or beat command,4,15,4,avoid or beat command,4,accurate,accurate
LE13,admit the gear beyond,admit the gear beyond,4,16,4,admit the gear beyond,4,accurate,accurate
LE13,may the same pursued it,may the same pursuit end,3,17,5,may the same pursuit end,3,inaccurate,inaccurate
LE13,rampant boasting captain,rampant coast it camp in,1,18,3,rampit coastant campin,0,inaccurate,inaccurate
LE13,for coke a great defeat,for coke a great defeat,5,19,5,for coke a great defeat,5,accurate,accurate
LE13,technique but sent result,technique result,2,20,4,technique result,2,inaccurate,inaccurate
LE13,unseen machines agree,unseen machines agree,3,21,3,unseen machines agree,3,accurate,accurate
LE13,career despite research,career despite research,3,22,3,career despite research,3,accurate,accurate
LE13,constant willing walker,constant willing walker,3,23,3,constant willing walker,3,accurate,accurate
LE13,push her equal culture,pusher equal culture,2,24,4,pusher equal culture,2,inaccurate,inaccurate
LE13,signal breakfast pilot,signal breakfast pilot,3,25,3,signal breakfast pilot,3,accurate,accurate
LE13,confused but roared again,confuse but roared again,4,26,4,confused but roared again,4,accurate,accurate
LE13,its harmful note abounds,it’s harmful note compound,3,27,4,its harmful note compunds,3,inaccurate,inaccurate
LE13,remove and name for stake,remove a name for steak,4,28,5,remove a name for stake,4,inaccurate,inaccurate
LE13,narrow seated member,narrow seated member,3,29,3,narrow seated member,3,accurate,accurate
LE13,appear to wait then turn,appear to wait then turn,5,30,5,appear to wait then turn,5,accurate,accurate
LE13,bolder ground from justice,bolder ground from justice,4,31,4,bolder ground from justice,4,accurate,accurate
LE13,target keeping season,target keep season,2,32,3,target keep season,2,inaccurate,inaccurate
LE13,seat for locking runners,seat for locking runners,4,33,4,seat for locking runners,4,accurate,accurate
LE13,functions aim his acid,functions aiming acid,2,34,4,functions aiming acid,2,inaccurate,inaccurate
LE13,to sort but fear inside,to sort to feel inside,3,35,5,to sort to feel inside,3,inaccurate,inaccurate
LE13,rocking modern poster,rocking modern poster,3,36,3,rocking modern poster,3,accurate,accurate
LE13,distant leaking basement,distant leaking basement,3,37,3,distant leaking basement,3,accurate,accurate
LE13,kick a tad above them,kick a tad above them,5,38,5,kick a tad above them,5,accurate,accurate
LE13,embark or take her sheet,embark or take her sheet,5,39,5,embark or take her sheet,5,accurate,accurate
LE13,address her meeting time,address her meeting time,4,40,4,address her meeting time,4,accurate,accurate
LE13,support with dock and cheer,to port with dog and cheer,3,41,5,support with dog and cheer,4,inaccurate,inaccurate
LE13,amend estate approach,a met a state approach,1,42,3,a met estate approach,2,inaccurate,inaccurate
LE13,account for who could knock,account for who can knock,4,43,5,account for who can knock,4,inaccurate,inaccurate
LE13,pain can follow agents,pain can follow agents,4,44,4,pain can follow agents,4,accurate,accurate
LE13,frame her seed to answer,frame to receive answer,3,45,5,frame to receive answer,3,inaccurate,inaccurate
LE13,round and bad for carpet,round and bad for carpet,5,46,5,round and bad for carpet,5,accurate,accurate
LE13,beside a sunken bat,beside a sunken bat,4,47,4,beside a sunken bat,4,accurate,accurate
LE13,mark a single ladder,mark a single letter,3,48,4,mark a single ladder,4,inaccurate,accurate
LE13,and spoke behind her sin,spoke behind her sin,4,49,5,spoke behind her sin,4,inaccurate,inaccurate
LE13,spackle enter broken,sparkle inter broken,1,50,3,sparkle enter broken,2,inaccurate,inaccurate
LE13,thinking for the hearing,thinking for the hearing,4,51,4,thinking for the hearing,4,accurate,accurate
LE13,forget the joke below,forget the joke below,4,52,4,forget the joke below,4,accurate,accurate
LE13,listen final station,listen final station,3,53,3,listen final station,3,accurate,accurate
LE13,stable wrist and load it,stable rest and loan it,3,54,5,stable rest and loan it,3,inaccurate,inaccurate
LE13,had eaten junk and train,he need drunken train,1,55,5,annie drunken train,1,inaccurate,inaccurate
LE13,attend the trend success,attend the train of success,3,56,4,attend the train of success,3,inaccurate,inaccurate
LE13,attack became concerned,attack became concerned,3,57,3,attack became concerned,3,accurate,accurate
LE13,transcend almost betrayed,chump them for trade,0,58,3,betrayed,1,inaccurate,inaccurate
LE13,secure but lease apart,secure but least apart,3,59,4,secure but leased apart,4,inaccurate,accurate
LE13,pooling pill or cattle,pooling pill or cattle,4,60,4,pulling pill or cattle,3,accurate,inaccurate
LE13,resting older earring,resting older earring,3,61,3,resting older earring,3,accurate,accurate
LE13,divide across retreat,divide across retreat,3,62,3,divide across your retreat,3,accurate,accurate
LE13,perceive sustained supplies,perceive restraint supplies,2,63,3,perceive to flies,1,inaccurate,inaccurate
LE13,pick a chain for action,pick a chain for action,5,64,5,pick a chain for action,5,accurate,accurate
LE13,commit such used advice,commit a huge device,1,65,4,commit a huge device,1,inaccurate,inaccurate
LE13,balance clamp and bottle,balance client and bottle,3,66,4,balance client and bottle,3,inaccurate,inaccurate
LE13,rode the lamp for teasing,rode the lamp for teasing,5,67,5,rode the lamp for teasing,5,accurate,accurate
LE13,unless escape can learn,unless escape unlearn,2,68,4,unless escape unlearn,2,inaccurate,inaccurate
LE13,bush is chosen after,bash is chosen after,3,69,4,bush is chosen after,4,inaccurate,accurate
LE13,cheap control in paper,cheap control in paper,4,70,4,cheap control in paper,4,accurate,accurate
LE13,sinking rather tundra,sinking rather tundra,3,71,3,sinking rather tundra,3,accurate,accurate
LE13,done with finest handle,done with finest handle,4,72,4,done with finest handle,4,accurate,accurate
LE13,her owners arm the phone,her owners arm the phone,5,73,5,her owners arm the phone,5,accurate,accurate
LE13,define respect instead,refine respect instead,2,74,3,refine respect instead,2,inaccurate,inaccurate
LE13,mode campaign for budget,mud campaign for budget,3,75,4,mode campaign for budget,4,inaccurate,accurate
LE13,increase a grade sedate,increase a great sedate,3,76,4,increase a great sedate,3,inaccurate,inaccurate
LE13,advance but sat appeal,advance but sat appeal,4,77,4,advance but sat appeal,4,accurate,accurate
LE13,darker painted baskets,darker painted baskets,3,78,3,darker painted baskets,3,accurate,accurate
LE13,vital seats with wonder,final seats with wonder,3,79,4,final seats with wonder,3,inaccurate,inaccurate
LE13,cool the jar in private,cool a jar in private,5,80,5,cool a jar in private,5,accurate,accurate
LE13,model sad and local,models and locals,3,81,4,models and locals,3,inaccurate,inaccurate
LE13,hold a page of fortune,hold a page of fortune,5,82,5,hold a page of fortune,5,accurate,accurate
LE13,afraid beneath demand,afraid beneath demand,3,83,3,afraid beneath demand,3,accurate,accurate
LE13,mate denotes a judgement,make but denote a judgement,3,84,4,make but denote a judgment,3,inaccurate,inaccurate
LE13,measure fame with legal,measure fame with legal,4,85,4,measure fame with legal,4,accurate,accurate
LE15,connect the beer device,connect the peered device,3,6,4,,,inaccurate,
LE15,award his drain away,award is drain away,3,7,4,,,inaccurate,
LE15,mistake delight for heat,mistake the light for heat,3,8,4,,,inaccurate,
LE15,rowing farther matters,rowing farther matters,3,9,3,,,accurate,
LE15,indeed a tax ascent,indeed a tax accent,3,10,4,,,inaccurate,
LE15,or spent sincere aside,were spent sincere aside,3,11,4,,,inaccurate,
LE15,submit his cash report,submit his cash report,4,12,4,,,accurate,
LE15,assume to catch control,i threw the catch control,2,13,4,,,inaccurate,
LE15,butcher in the middle,butcher in the middle,4,14,4,,,accurate,
LE15,avoid or beat command,avoid or beat command,4,15,4,,,accurate,
LE15,admit the gear beyond,admit the gear beyond,4,16,4,,,accurate,
LE15,may the same pursued it,made the same persuit,2,17,5,,,inaccurate,
LE15,rampant boasting captain,rampit boasting captain,2,18,3,,,inaccurate,
LE15,for coke a great defeat,fur coke a great defeat,4,19,5,,,inaccurate,
LE15,technique but sent result,peck sent result,2,20,4,,,inaccurate,
LE15,unseen machines agree,a seems machine agree,2,21,3,,,inaccurate,
LE15,career despite research,career despite research,3,22,3,,,accurate,
LE15,constant willing walker,constant willing walker,3,23,3,,,accurate,
LE15,push her equal culture,push her equal culture,4,24,4,,,accurate,
LE15,signal breakfast pilot,signal breakfast pilot,3,25,3,,,accurate,
LE15,confused but roared again,confused but roared again,4,26,4,,,accurate,
LE15,its harmful note abounds,its harmful note abounds,4,27,4,,,accurate,
LE15,remove and name for stake,remove a name for stake,4,28,5,,,inaccurate,
LE15,narrow seated member,narra seated member,2,29,3,,,inaccurate,
LE15,appear to wait then turn,appear to wait then turn,5,30,5,,,accurate,
LE15,bolder ground from justice,older grand from justice,2,31,4,,,inaccurate,
LE15,target keeping season,target keep season,2,32,3,,,inaccurate,
LE15,seat for locking runners,seat for locking runners,4,33,4,,,accurate,
LE15,functions aim his acid,functions aim his acid,4,34,4,,,accurate,
LE15,to sort but fear inside,to sort but fear inside,5,35,5,,,accurate,
LE15,rocking modern poster,rocky modern poster,2,36,3,,,inaccurate,
LE15,distant leaking basement,distant leaking basement,3,37,3,,,accurate,
LE15,kick a tad above them,kick a tad above them,5,38,5,,,accurate,
LE15,embark or take her sheet,embark or take her sheet,5,39,5,,,accurate,
LE15,address her meeting time,address her meeting time,4,40,4,,,accurate,
LE15,support with dock and cheer,support with dock and sheer,4,41,5,,,inaccurate,
LE15,amend estate approach,amend estate approach,3,42,3,,,accurate,
LE15,account for who could knock,i can for who could knock,4,43,5,,,inaccurate,
LE15,pain can follow agents,pain can follow agents,4,44,4,,,accurate,
LE15,frame her seed to answer,frame her seed to answer,5,45,5,,,accurate,
LE15,round and bad for carpet,round and bad for carpet,5,46,5,,,accurate,
LE15,beside a sunken bat,beside a sunken bat,4,47,4,,,accurate,
LE15,mark a single ladder,mark a single lander,3,48,4,,,inaccurate,
LE15,and spoke behind her sin,he spoke behind her sin,4,49,5,,,inaccurate,
LE15,spackle enter broken,spike her is broken,1,50,3,,,inaccurate,
LE15,thinking for the hearing,thinking for the hearing,4,51,4,,,accurate,
LE15,forget the joke below,forget it the joke below,4,52,4,,,accurate,
LE15,listen final station,listen final station,3,53,3,,,accurate,
LE15,stable wrist and load it,stable wrist and low it,4,54,5,,,inaccurate,
LE15,had eaten junk and train,haddy junk in train,2,55,5,,,inaccurate,
LE15,attend the trend success,attend the trend of success,4,56,4,,,accurate,
LE15,attack became concerned,attack became concerned,3,57,3,,,accurate,
LE15,transcend almost betrayed,transcend almost put betrayed,3,58,3,,,accurate,
LE15,secure but lease apart,secure police apart,2,59,4,,,inaccurate,
LE15,pooling pill or cattle,pulling pill or cattle,3,60,4,,,inaccurate,
LE15,resting older earring,resting older earring,3,61,3,,,accurate,
LE15,divide across retreat,divide across retreat,3,62,3,,,accurate,
LE15,perceive sustained supplies,perceive sustained supplies,3,63,3,,,accurate,
LE15,pick a chain for action,pick a chain for action,5,64,5,,,accurate,
LE15,commit such used advice,commit such used advice,4,65,4,,,accurate,
LE15,balance clamp and bottle,balance clamp and bottle,4,66,4,,,accurate,
LE15,rode the lamp for teasing,rode the lamp for teasing,5,67,5,,,accurate,
LE15,unless escape can learn,unless escape can learn,4,68,4,,,accurate,
LE15,bush is chosen after,bush is chosen after,4,69,4,,,accurate,
LE15,cheap control in paper,cheap control and paper,3,70,4,,,inaccurate,
LE15,sinking rather tundra,sinking rather tundra,3,71,3,,,accurate,
LE15,done with finest handle,done with finest handle,4,72,4,,,accurate,
LE15,her owners arm the phone,her owners arm the phone,5,73,5,,,accurate,
LE15,define respect instead,define respect instead,3,74,3,,,accurate,
LE15,mode campaign for budget,mode campaign for budget,4,75,4,,,accurate,
LE15,increase a grade sedate,increase a grade sedate,4,76,4,,,accurate,
LE15,advance but sat appeal,advance but sat uphill,3,77,4,,,inaccurate,
LE15,darker painted baskets,darker painted baskets,3,78,3,,,accurate,
LE15,vital seats with wonder,final seats with wonder,3,79,4,,,inaccurate,
LE15,cool the jar in private,cool the jar in private,5,80,5,,,accurate,
LE15,model sad and local,model sad and local,4,81,4,,,accurate,
LE15,hold a page of fortune,hold a page a fortune,4,82,5,,,inaccurate,
LE15,afraid beneath demand,afraid beneath demand,3,83,3,,,accurate,
LE15,mate denotes a judgement,mate denotes judgement,3,84,4,,,inaccurate,
LE15,measure fame with legal,measure fame with legal,4,85,4,,,accurate,
LE16,connect the beer device,connect the pure device,3,6,4,connect the pure device,3,inaccurate,inaccurate
LE16,award his drain away,award his drain away,4,7,4,award his drain away,4,accurate,accurate
LE16,mistake delight for heat,mistaked the light for heat,3,8,4,mistaked the light for heat,3,inaccurate,inaccurate
LE16,rowing farther matters,rowing farther matters,3,9,3,rowing farther matters,3,accurate,accurate
LE16,indeed a tax ascent,indeed a tax ascent,4,10,4,indeed attacks ascent,2,accurate,inaccurate
LE16,or spent sincere aside,respent sincere aside,2,11,4,or spent sincere aside,4,inaccurate,accurate
LE16,submit his cash report,submit his cash report,4,12,4,submit his cash report,4,accurate,accurate
LE16,assume to catch control,assumed a catch control,3,13,4,assumed a catch control,3,inaccurate,inaccurate
LE16,butcher in the middle,butcher in the middle,4,14,4,butcher in the middle,4,accurate,accurate
LE16,avoid or beat command,avoid or beat command,4,15,4,avoid or beat command,4,accurate,accurate
LE16,admit the gear beyond,admit the cure beyond,3,16,4,admit the cure beyond,3,inaccurate,inaccurate
LE16,may the same pursued it,may the same persuit,3,17,5,may the same pursuit,3,inaccurate,inaccurate
LE16,rampant boasting captain,ramping boasting captain,2,18,3,ramping boasting captain,2,inaccurate,inaccurate
LE16,for coke a great defeat,for coke a great defeat,5,19,5,for coke a great defeat,5,accurate,accurate
LE16,technique but sent result,technique was sent result,3,20,4,technique was sent result,3,inaccurate,inaccurate
LE16,unseen machines agree,unseen machines agree,3,21,3,unseen machines agree,3,accurate,accurate
LE16,career despite research,career despite research,3,22,3,career despite research,3,accurate,accurate
LE16,constant willing walker,constant willing walker,3,23,3,constant willing walker,3,accurate,accurate
LE16,push her equal culture,push her equal culture,4,24,4,push her equal culture,4,accurate,accurate
LE16,signal breakfast pilot,signal breakfast pilot,3,25,3,signal breakfast pilot,3,accurate,accurate
LE16,confused but roared again,confused but roared again,4,26,4,confused but roared again,4,accurate,accurate
LE16,its harmful note abounds,its harmful note abounds,4,27,4,its harmful note abounds,4,accurate,accurate
LE16,remove and name for stake,remove and name for stake,5,28,5,remove and name for steak,5,accurate,accurate
LE16,narrow seated member,narrow seated member,3,29,3,narrow seated member,3,accurate,accurate
LE16,appear to wait then turn,appear to wait then turn,5,30,5,appear to wait then turn,5,accurate,accurate
LE16,bolder ground from justice,bolder ground from justice,4,31,4,bolder ground from justice,4,accurate,accurate
LE16,target keeping season,target keep season,2,32,3,target keep season,2,inaccurate,inaccurate
LE16,seat for locking runners,seat for locking runners,4,33,4,seat for locking runners,4,accurate,accurate
LE16,functions aim his acid,functions name his asin,2,34,4,functions name his acin,2,inaccurate,inaccurate
LE16,to sort but fear inside,to sort but fear inside,5,35,5,to sort but fear inside,5,accurate,accurate
LE16,rocking modern poster,rocking modern poster,3,36,3,rocking modern poster,3,accurate,accurate
LE16,distant leaking basement,distant leaking basement,3,37,3,distant leaking basement,3,accurate,accurate
LE16,kick a tad above them,kick a tad above them,5,38,5,kick a tad above them,5,accurate,accurate
LE16,embark or take her sheet,embark or take her sheet,5,39,5,embark or take her sheet,5,accurate,accurate
LE16,address her meeting time,address her meeting time,4,40,4,address her meeting time,4,accurate,accurate
LE16,support with dock and cheer,support with dock and chair,4,41,5,support with dock and chair,4,inaccurate,inaccurate
